index,score,tone_id,tone_name,text,sentence_id
31,0.733171,analytical,Analytical,"Policies like carbon pricing and renewable energy certificates have worked to redirect purchasing decisions of utilities from brown to green power because all utilities were, broadly, in the same position, and therefore one incentive could be reliably expected to drive the same behaviours across the board.",31
32,0.731735,analytical,Analytical,"Even then, such incentives became increasingly complex as efforts were made to compensate between varying costs of production of different renewable technologies.",32
33,0.833126,analytical,Analytical,"It is therefore doubly complex with hydrogen, as not only are there (at least) two very different production costs (for green vs blue hydrogen) to contend with, but the downstream costs of creating a demand for hydrogen also vary considerably by use case.",33
34,0.567982,tentative,Tentative,"For any one, unified, end-user incentive to be effective across production types and use cases, it would either have to pay enough to support the needs of the most expensive desirable use case (and risk over-paying others) or be variable with both production type and use cases.",34
35,0.798753,analytical,Analytical,"For any one, unified, end-user incentive to be effective across production types and use cases, it would either have to pay enough to support the needs of the most expensive desirable use case (and risk over-paying others) or be variable with both production type and use cases.",34
36,0.534455,tentative,Tentative,"This could be too complex, with the result that early business models brought forward may focus either on a particular pairing of scenarios (such as green hydrogen for industrial users) or on disaggregated upstream and downstream incentives: ie one that rewards the producer directly and others that provide any further top up incentives downstream on a sector-specific and targeted basis (such as tax breaks for purchasers of FCEVs).",35
37,0.895415,analytical,Analytical,"This could be too complex, with the result that early business models brought forward may focus either on a particular pairing of scenarios (such as green hydrogen for industrial users) or on disaggregated upstream and downstream incentives: ie one that rewards the producer directly and others that provide any further top up incentives downstream on a sector-specific and targeted basis (such as tax breaks for purchasers of FCEVs).",35
38,0.833824,tentative,Tentative,"For example, one could argue that the German carbon CfD appears to work most effectively for downstream industrial users seeking to pursue integrated or captive electrolysers within their battery limits.",36
39,0.896456,analytical,Analytical,"For example, one could argue that the German carbon CfD appears to work most effectively for downstream industrial users seeking to pursue integrated or captive electrolysers within their battery limits.",36
40,0.537427,tentative,Tentative,This may be effective in bringing forward a number of projects in the short term but does not obviously facilitate the opening up of a wider market over the longer term.,37
41,0.629992,analytical,Analytical,This may be effective in bringing forward a number of projects in the short term but does not obviously facilitate the opening up of a wider market over the longer term.,37
42,0.50739,tentative,Tentative,"Taken together, this and the preceding point suggest that policymakers’ responsibility may extend to shaping the entire clean hydrogen value chain, at least initially, including identifying both the preferred (or preferred mix of) production technology and end-use case “winners”, and then selecting specific projects (or classes of project) to benefit from the limited available support.",38
43,0.750465,analytical,Analytical,"Taken together, this and the preceding point suggest that policymakers’ responsibility may extend to shaping the entire clean hydrogen value chain, at least initially, including identifying both the preferred (or preferred mix of) production technology and end-use case “winners”, and then selecting specific projects (or classes of project) to benefit from the limited available support.",38
44,0.76546,sadness,Sadness,"At least in the medium-term, the limited ability in most markets to transport and store pure hydrogen streams at scale means that it will be difficult to access replacement hydrogen supplies/customers if there is a supply or offtake interruption or failure.",40
45,0.884079,tentative,Tentative,"Some line-pack storage may be available, and further formal storage may evolve as networks develop but in the early stages there will likely be quite a high degree of interdependency and overall availability levels could easily become dependent on the lowest common denominator in the chain, creating cross-chain risks.",41
46,0.763796,analytical,Analytical,"Accordingly, many early projects may inevitably need to be developed and supported on a “full-chain” or “virtual pipeline” basis such that any new incentive mechanisms will need to adequately address supply risk for end-users and demand risk for suppliers, on a real time basis.",43
47,0.58393,tentative,Tentative,"In each of these cases, there may be little cost for the clean hydrogen user in switching back to the counterfactual energy source in circumstances where there is an interruption or cessation in clean hydrogen supply or where the clean hydrogen supplier seeks to exploit its market power over the user.",45
48,0.708873,joy,Joy,Achieving these outcomes is a considerably more straightforward proposition for policymakers than also having to provide cost and revenue protection for the end user in circumstances where there is greater dependency on continuity of supply from the clean hydrogen supplier.,46
49,0.739217,analytical,Analytical,Achieving these outcomes is a considerably more straightforward proposition for policymakers than also having to provide cost and revenue protection for the end user in circumstances where there is greater dependency on continuity of supply from the clean hydrogen supplier.,46
50,0.684998,joy,Joy,That may imply that projects which meet these criteria are likely to be attractive to policymakers in the first stages of market evolution.,47
51,0.769251,tentative,Tentative,That may imply that projects which meet these criteria are likely to be attractive to policymakers in the first stages of market evolution.,47
52,0.636458,analytical,Analytical,That may imply that projects which meet these criteria are likely to be attractive to policymakers in the first stages of market evolution.,47
53,0.631525,tentative,Tentative,"Sellers’ exposure to buyers It may be possible to target users with a low disruption cost to mitigate cross chain risks downstream, but that does not mean it works in reverse.",48
54,0.636458,analytical,Analytical,There may still be a need to provide offtake protection to clean producers where they are in separate ownership from the end user.,49
55,0.510963,analytical,Analytical,"In analogue markets where the market has not looked to government to absorb or manage cross-chain risks,19 private sector participants have traditionally relied upon long-term contracts to allocate and mitigate risks resulting from major interdependencies between projects.",50
56,0.763337,tentative,Tentative,"In the short term, many potential market participants in the clean hydrogen value chain (including potential industrial and transportation sector users) may simply be unwilling or unable to enter into or support such long-term commitments.",52
57,0.615352,tentative,Tentative,Negotiation of those contracts is time-consuming and expensive and may overwhelm the economics of smaller projects.,53
58,0.822231,tentative,Tentative,There is no immediate prospect of markets becoming sufficiently liquid for short term or spot contracts to provide any form of mitigation that would support material investment or third-party financing.,54
59,0.807641,analytical,Analytical,"Accordingly, if governments want to stimulate development in this sector beyond selected projects for which long-term contracting models are suitable, they are likely to need to go beyond incentives that focus only on cost differentials on a fully loaded/must run basis, and consider, at least in the early stages of the market, compensation for outages that result from downstream events (both in terms of loss of revenue and in terms of upstream costs of diverting gas or renewable power that would have been used to create the hydrogen).",55
0,0.586644,sadness,Sadness,"In fact, it seems likely that to develop beyond early projects to any kind of scale, policymakers are likely to have to think beyond mere outages to more fundamental failures in supply or demand that go beyond the well understood incentives that have been deployed to support renewables.",0
1,0.833216,tentative,Tentative,"In fact, it seems likely that to develop beyond early projects to any kind of scale, policymakers are likely to have to think beyond mere outages to more fundamental failures in supply or demand that go beyond the well understood incentives that have been deployed to support renewables.",0
2,0.671782,analytical,Analytical,"In fact, it seems likely that to develop beyond early projects to any kind of scale, policymakers are likely to have to think beyond mere outages to more fundamental failures in supply or demand that go beyond the well understood incentives that have been deployed to support renewables.",0
3,0.594263,tentative,Tentative,"Most countries will want to develop mechanisms that facilitate (or, at least, do not impede) a suitable transition from pathfinder projects to a wider rollout.",1
4,0.631525,tentative,Tentative,"While it may be possible to find pathfinder projects that have relatively little downstream risk, there are limits on the extent to which hydrogen can be directly substituted for natural gas.",2
5,0.888875,analytical,Analytical,"By contrast, and depending on the specifics of the project in question, stranding risk can be a very real concern for participants up and down the clean hydrogen value chain.",4
6,0.653529,sadness,Sadness,"As a result, and despite the obvious parallels and overlaps between renewable electricity and clean hydrogen, what worked to increase renewables’ share of electricity generation is unlikely to be sufficient, at least initially, to unlock significant greenfield investment in clean hydrogen.",5
7,0.73677,analytical,Analytical,"As a result, and despite the obvious parallels and overlaps between renewable electricity and clean hydrogen, what worked to increase renewables’ share of electricity generation is unlikely to be sufficient, at least initially, to unlock significant greenfield investment in clean hydrogen.",5
8,0.793846,analytical,Analytical,"Rather, some form of regulatory support that offers volume protection and, in extremis, a palatable exit for private capital if downstream markets never materialise, may be required in order to transition from pilot projects to wider market penetration.",6
9,0.594887,joy,Joy,"There are many potential sources of inspiration for this (from concession-type projects or projects in geographies that have no functioning power market, for example).",7
10,0.775384,analytical,Analytical,"There are many potential sources of inspiration for this (from concession-type projects or projects in geographies that have no functioning power market, for example).",7
11,0.724236,analytical,Analytical,"However, in all cases, this goes beyond the level of support that seems to be currently being contemplated.",8
12,0.795844,tentative,Tentative,It is reasonable to assume that the need for support of this kind may fall away before the need for price support does and therefore that some form of regulatory structure which allows this element to be withdrawn over time may be desirable.,9
13,0.817264,analytical,Analytical,It is reasonable to assume that the need for support of this kind may fall away before the need for price support does and therefore that some form of regulatory structure which allows this element to be withdrawn over time may be desirable.,9
14,0.586568,analytical,Analytical,"A lot of the debate to date has focussed on the provision of some form of carbon-price based subsidy,20 targeted at end users, that smooths out the price signal and thus supports specifically green hydrogen.",10
15,0.93884,analytical,Analytical,"This type of instrument is contemplated, for example in the EU’s recently announced hydrogen strategy.",11
16,0.727988,tentative,Tentative,"This may be effective for some types of project: specifically, for decarbonising industrial users that are interested in deploying green hydrogen themselves, or in providing the person supplying them with a sufficiently long-term commitment to support the investment.",12
17,0.893044,analytical,Analytical,"However, for the reasons given above, we think there are serious questions as to whether this alone would be adequate to bring forward a hydrogen economy.",13
18,0.515116,tentative,Tentative,"It does not obviously work well for larger blue hydrogen (indeed this may be excluded), or address either the interruption or potential stranding risks of a nascent market which are entirely different from those that have been addressed in previous market change initiatives.",14
19,0.620279,analytical,Analytical,"It does not obviously work well for larger blue hydrogen (indeed this may be excluded), or address either the interruption or potential stranding risks of a nascent market which are entirely different from those that have been addressed in previous market change initiatives.",14
20,0.681699,tentative,Tentative,"As such, the scale of commitments which this is able to support may be limited.",15
21,0.895415,analytical,Analytical,"As such, the scale of commitments which this is able to support may be limited.",15
22,0.631525,tentative,Tentative,"In the absence of governmental cross-chain risk mitigation, some sponsors may proceed with an integrated project model, bringing hydrogen production, transport and usage within the battery limits of a single project.",16
23,0.731217,tentative,Tentative,"However, not all sponsors will have the financial or technical capacity, or indeed the risk appetite, to go down this route.",17
24,0.597565,analytical,Analytical,"However, not all sponsors will have the financial or technical capacity, or indeed the risk appetite, to go down this route.",17
25,0.725793,analytical,Analytical,"The net result may be that fewer projects are deployed, more slowly, and that production and transportation capacity is predominantly in the hands of sponsors that intend to utilise that capacity (thus inhibiting the development of a liquid commodity market for clean hydrogen).",18
26,0.762356,analytical,Analytical,"In other words, governments may keep cash in their pockets by relying on the private sector to solve all cross-chain risks, but this may leave taxpayers short-changed when it comes to achieving policy objectives.",20
27,0.618406,analytical,Analytical,"We have also seen that they will need an incentive regime and that a successful business model may need to include a direct subsidy for hydrogen production (rather than a downstream incentive) given: >	the need to right-size support for specific technologies, and, in the early stages, even specific projects, that meet policy objectives; and >	the need to address legitimate concerns of investors and funders, being not just price but also the mitigation of cross-chain availability and stranding risks and the credit of downstream participants.",23
28,0.780403,joy,Joy,In this chapter we consider a structure that could be deployed in mature energy markets to achieve this and the challenges policymakers will need to contend with.,24
29,0.5538,tentative,Tentative,"Strong supply-side foundations Supply-side green incentives to date tend to take a contractual (or quasi-contractual statutory) form, such as feed-in tariffs and the contracts for difference/premium mechanisms.",25
30,0.827846,analytical,Analytical,"Strong supply-side foundations Supply-side green incentives to date tend to take a contractual (or quasi-contractual statutory) form, such as feed-in tariffs and the contracts for difference/premium mechanisms.",25
31,0.841501,analytical,Analytical,"These instruments have been refined over the years to accommodate desirable features such as the ability to provide differentiated levels of support to the various potential technologies vying for support (including, potentially, by only making support available to specified favoured technologies).",26
32,0.727988,tentative,Tentative,Incentivising the deployment of clean hydrogen at scale will involve more complex governmental interventions as there does not appear to be any segment of the economy which could plausibly be obliged to take the hydrogen (without significant disruption).,28
33,0.677148,tentative,Tentative,"Any incentive may therefore need to contain a “take or pay”, floor payment or availability concept within it which responds even when there is no demand, while governments simultaneously seek to stimulate downstream demand in order to ensure that the risk of the producer actually receiving payments while not producing is kept to a minimum.",29
34,0.813503,analytical,Analytical,"Any incentive may therefore need to contain a “take or pay”, floor payment or availability concept within it which responds even when there is no demand, while governments simultaneously seek to stimulate downstream demand in order to ensure that the risk of the producer actually receiving payments while not producing is kept to a minimum.",29
35,0.724869,analytical,Analytical,"One familiar model for power plant procurement in many countries with a state counterpart involves: >	an availability-based payment, to cover producers’ unavoidable fixed costs (capital cost recovery and fixed opex); >	a production-based payment, to cover producers’ variable costs of production; and >	usually, some capital protection in the case of a total stranding event.",30
36,0.647986,tentative,Tentative,This could easily be adapted to support hydrogen production and should be investable (and bankable).,31
37,0.532616,analytical,Analytical,This could easily be adapted to support hydrogen production and should be investable (and bankable).,31
38,0.81197,analytical,Analytical,"However, translated literally, it would imply a state hydrogen buyer which may be seen to be inconsistent with an exit to a fully private hydrogen market in future.",32
39,0.539235,tentative,Tentative,"A more sophisticated version would therefore allow for private sector hydrogen sales but offset the variable hydrogen revenues (if any) against the obligation to pay the availability and production payments, so that the subsidy is only the difference.",33
40,0.910431,analytical,Analytical,"A more sophisticated version would therefore allow for private sector hydrogen sales but offset the variable hydrogen revenues (if any) against the obligation to pay the availability and production payments, so that the subsidy is only the difference.",33
41,0.716301,tentative,Tentative,This appears quite a promising start but does raise several thorny subsidiary questions.,34
42,0.821913,analytical,Analytical,This appears quite a promising start but does raise several thorny subsidiary questions.,34
43,0.789807,analytical,Analytical,A Hy-pricing dilemma The first question this model confronts is what it might mean for the price at which hydrogen would be sold.,35
44,0.543112,confident,Confident,"In the context of clean hydrogen, there will only very rarely be a true proximate hydrogen “market” to speak of over the medium term.",36
45,0.85019,analytical,Analytical,"The price that the user is able and willing to pay for the clean hydrogen will depend on the intended use case, as well as circumstances particular to the relevant user.",37
46,0.807085,analytical,Analytical,"For example, an industrial user switching from natural gas may be much more willing and able to pay an amount linked to the market price for natural gas than a transportation services provider would be.",38
47,0.651865,sadness,Sadness,"In each case, there is a risk that if the hydrogen price rises too high, it will make the job of stimulating demand too hard or costly, and if the price is too low the subsidy that will be paid to producers becomes too great (and end users may get a windfall).",40
48,0.56389,analytical,Analytical,"In each case, there is a risk that if the hydrogen price rises too high, it will make the job of stimulating demand too hard or costly, and if the price is too low the subsidy that will be paid to producers becomes too great (and end users may get a windfall).",40
49,0.855629,analytical,Analytical,"From a policymaker perspective, linking support to identified price indices is therefore unlikely to lead to a completely neutral outcome for the potential end-use cases but may allow for clean hydrogen to be “nudged” towards a particular end-use case that best fits the policy objectives (eg decarbonisation of particularly carbon-intensive parts of industry): but without explicit linkage this cannot be assured and may have unintended consequences.",41
50,0.699493,analytical,Analytical,"This suggests that to make a business model along these lines work, it would need to include some level of control over the hydrogen price, either by way of direct regulation (although thought would be needed as to how to exit this towards a floating price) or by way of a “target price” mechanism supported by economic incentives (although care would be needed to ensure that this did not undermine entirely the demand protection).",42
51,0.713028,analytical,Analytical,"If price regulation is adopted, is the price the same for all end-users (or would it vary with intended use?).",43
52,0.526634,sadness,Sadness,Our assumption would be that the regulated price would need to be consistent across both blue and green hydrogen: it is noted in this context that this could therefore give rise to negative production payments for green hydrogen in periods where power prices are low or negative.,44
53,0.64222,analytical,Analytical,Our assumption would be that the regulated price would need to be consistent across both blue and green hydrogen: it is noted in this context that this could therefore give rise to negative production payments for green hydrogen in periods where power prices are low or negative.,44
54,0.662817,analytical,Analytical,The picture is further complicated by the embedded “avoided carbon” value in the hydrogen supply.,45
55,0.599484,tentative,Tentative,Should this sit on top of any target/regulated price (so that the market dynamics of the carbon market are reflected in the transfer price) or should the target/regulation apply to the bundle?,46
56,0.832957,analytical,Analytical,Should this sit on top of any target/regulated price (so that the market dynamics of the carbon market are reflected in the transfer price) or should the target/regulation apply to the bundle?,46
57,0.946222,tentative,Tentative,To produce… or not to produce?,47
58,0.955445,analytical,Analytical,To produce… or not to produce?,47
59,0.865017,analytical,Analytical,"In a fully demand protected model, there is no immediate incentive on the plant to produce (even if there is someone to buy).",48
60,0.687768,analytical,Analytical,"In the absence of a state hydrogen offtaker dictating when the plant should run, who does control production?",49
61,0.678723,sadness,Sadness,"It is possible, of course, to simply mandate that the plants must run if there is a buyer, but there is an evidential issue there, as well as the challenge of establishing loss.",50
62,0.882284,analytical,Analytical,"It is possible, of course, to simply mandate that the plants must run if there is a buyer, but there is an evidential issue there, as well as the challenge of establishing loss.",50
63,0.864999,tentative,Tentative,It seems likely therefore that any such model would need to engage with a production incentive and/or share of sales that both drives production and provides a liquidated penalty for failing to do so.,51
64,0.649361,analytical,Analytical,It seems likely therefore that any such model would need to engage with a production incentive and/or share of sales that both drives production and provides a liquidated penalty for failing to do so.,51
65,0.716301,tentative,Tentative,This could be combined into a single construct under a target pricing model.,52
66,0.840228,analytical,Analytical,This could be combined into a single construct under a target pricing model.,52
67,0.97667,analytical,Analytical,Cost discovery and eligibility Another question relates to determining how the availability and production payments should be sized.,53
68,0.579545,tentative,Tentative,There may well be a case for a different approach for blue and green hydrogen.,54
69,0.829972,tentative,Tentative,"Blue hydrogen plants are likely to be relatively limited in number, and relatively large, so there may be a case for a plant-specific approach, directly allocated but perhaps moving to auctioning over time.",55
70,0.525007,tentative,Tentative,Any such allocation would need to be broadly synchronised with investment in (and support for) the carbon capture technology.,56
71,0.508343,joy,Joy,"In the very early stages, an allocation approach (like for grant funding) may make sense, but the indications are that there may be market appetite for significant numbers of small or pilot projects and this could quickly become administratively burdensome for all parties.",58
72,0.577798,tentative,Tentative,"In the very early stages, an allocation approach (like for grant funding) may make sense, but the indications are that there may be market appetite for significant numbers of small or pilot projects and this could quickly become administratively burdensome for all parties.",58
73,0.606247,tentative,Tentative,"As the assumption in this business model is that the project does not take demand risk, any applicant would presumably need to demonstrate that it had one or more credible offtakers, so that the demand protection is only a fall back: it would be up to governments or regulators to determine what the evidential burden here would be.",60
74,0.802072,analytical,Analytical,"As the assumption in this business model is that the project does not take demand risk, any applicant would presumably need to demonstrate that it had one or more credible offtakers, so that the demand protection is only a fall back: it would be up to governments or regulators to determine what the evidential burden here would be.",60
75,0.719856,analytical,Analytical,Exit (and grandfathering) Implicit in the notion of stranding protection is some kind of investor compensation if the plant is truly stranded and surviving on availability payments over a prolonged period.,61
76,0.729762,analytical,Analytical,There are many precedents for this kind of thing and a common question is whether such compensation would be by way of purchase of the stranded plant.,62
77,0.512607,joy,Joy,"To the extent electrolysers are easily portable and can be resold, there may be a material distinction between the approach for blue and for green hydrogen.",63
78,0.811077,analytical,Analytical,"From a policymaker’s perspective, there will also be a concern about baking-in demand protection for too long if it is not required.",65
79,0.542805,joy,Joy,"Experiences in a few countries have shown that investors can be particularly unforgiving if this is done to projects which have already been granted a subsidy, rather than for subsequent generations of projects.",66
80,0.762356,analytical,Analytical,"Experiences in a few countries have shown that investors can be particularly unforgiving if this is done to projects which have already been granted a subsidy, rather than for subsequent generations of projects.",66
81,0.67103,analytical,Analytical,Any government seeking to stimulate investment in green hydrogen might therefore want to give serious consideration to making a commitment to grandfathering early on (as has been done for renewables in the past).,67
0,0.869928,analytical,Analytical,"Political conditions and State aid considerations In addition to policy reasons to focus support towards specific end-use cases, there may be political pressure to expressly or implicitly link any financial support to the achievement of other policy objectives such as investment in local and regional supply chains and jobs, the development of industry “champions” to retain skills and potentially generate valuable export revenues.",0
1,0.57077,joy,Joy,"Whether funding is expressly (by law or bidding conditions) dependent on local or regional content will, of course, depend on any applicable State aid constraints, but project sponsors and developers will, nonetheless, wish to be highly attuned to local political realities.",1
2,0.762356,analytical,Analytical,"Whether funding is expressly (by law or bidding conditions) dependent on local or regional content will, of course, depend on any applicable State aid constraints, but project sponsors and developers will, nonetheless, wish to be highly attuned to local political realities.",1
3,0.532616,analytical,Analytical,"It is also true that, in considering whether or not support mechanisms are compatible with State aid rules, the European Commission is typically more comfortable with green energy incentives that address market failure through price support than it is with capacity payments and similar mechanisms.",2
4,0.550654,joy,Joy,"However, as we described above, hydrogen presents both special opportunities and special challenges that may merit a more flexible approach.",3
5,0.57374,tentative,Tentative,State aid is generally aimed at investments and projects which would otherwise be unprofitable or too risky for the private sector to undertake on its own.,5
6,0.787769,analytical,Analytical,We therefore expect the Commission to seek evidence of investment being co-ordinated along the hydrogen value chain prior to giving approval to any public support.,6
7,0.855649,analytical,Analytical,"In the short term, a significant number of projects are targeting IPCEI22 designation in order to benefit from the flexibility afforded as a result of that designation, but we await with interest the European Commission’s revised State aid framework including updated guidelines for energy and environmental protection, due to be published in late 2021.",7
8,0.80001,analytical,Analytical,"Topped up with demand-side support Even with a strong supply side incentive, we believe some demand-side support will still be necessary in order to generate the appropriate market response and achieve policymakers’ objectives.",9
9,0.631525,tentative,Tentative,"Topped up with demand-side support Even with a strong supply side incentive, we believe some demand-side support will still be necessary in order to generate the appropriate market response and achieve policymakers’ objectives.",9
10,0.529664,analytical,Analytical,"This is because – even where supply-side incentives result in the resulting clean hydrogen being available at the same price as the end-user’s alternative energy source – many users will still need to consider: >	funding for up-front capital costs associated with switching from current energy source(s) to clean hydrogen; and >	to the extent not adequately covered by long term contracts with the supplier, the costs associated with supplier failure.",10
11,0.547993,analytical,Analytical,"With respect to the first of these at least, the particular vehicle for government support will vary by end use: for regulated gas networks it could be by way of an adjustment through the applicable regulated returns mechanism, for industrial users by way of grants and for the transport sector tax breaks and sales incentives (as there have been for early adopters of battery electric vehicles) could be part of the solution.",12
12,0.525926,confident,Confident,"Once committed to taking the demand risk upstream, government will of course need to do enough to ensure the demand materialises, but competing end-use sectors will also not want to price themselves out of the funding (and have other incentives to go green) so there is scope for a balanced conversation.",13
13,0.970179,analytical,Analytical,What are governments currently proposing?,14
14,0.952597,analytical,Analytical,Australia The federal government has recently concluded the consultation phase of its proposal to establish a hydrogen certification scheme.,15
15,0.718921,analytical,Analytical,"Accordingly, it is the taxpayer who pays for the chosen method of incentivising the use case.",18
16,0.722126,analytical,Analytical,Whether this is the incentive model that continues to prevail as hydrogen gains traction and becomes more established in Australia remains to be seen.,19
17,0.618451,confident,Confident,Belgium The different Belgian governments have yet to make the necessary policy decisions on the mechanisms to incentivise clean hydrogen.,20
18,0.821444,analytical,Analytical,A key question in the Belgian context is the treatment of hydrogen transportation networks.,21
19,0.704128,analytical,Analytical,"If this route is taken, ultimately (both natural gas and hydrogen) consumers will bear the costs through transport and distribution tariffs.",23
20,0.716301,tentative,Tentative,"For the energy sector, it seems likely that there will be considerable support for measures to promote the development of combined heat and power (cogeneration) applications.",24
21,0.884371,analytical,Analytical,"These can be incentivised through demand-side mechanisms, such as the already existing CHP certificates scheme in Flanders, as well as supply-side mechanisms, such as the planned capacity remuneration mechanism in Belgium, which takes the form of a reliability-options scheme (comparable to contracts for difference) and is intended to be technology neutral.",25
22,0.82266,analytical,Analytical,"The European Union The European Commission’s hydrogen strategy recognises that a supportive policy framework is needed to stimulate in parallel the production, supply, demand and associated infrastructure for hydrogen; in other words, a “full value chain approach”.",26
23,0.579367,analytical,Analytical,"The hydrogen strategy gives little detail on the support schemes which may be made available, but suggests that such schemes could include: >	Minimum shares or quotas of renewable hydrogen in specific end-use sectors (eg certain industries, such as the chemical sector or transportation).",27
24,0.718992,tentative,Tentative,"The hydrogen strategy gives little detail on the support schemes which may be made available, but suggests that such schemes could include: >	Minimum shares or quotas of renewable hydrogen in specific end-use sectors (eg certain industries, such as the chemical sector or transportation).",27
25,0.767921,analytical,Analytical,This would allow demand to be stimulated in a targeted way.,28
26,0.813364,analytical,Analytical,>	Amendments or expansion of the EU Emissions Trading Scheme (“ETS”) to incentivise hydrogen production and use as well as a common low carbon threshold or standard for the promotion of hydrogen production installations based on their full life-cycle greenhouse gas performance which could be defined relative to the existing ETS benchmark.,29
27,0.508382,tentative,Tentative,>	Amendments or expansion of the EU Emissions Trading Scheme (“ETS”) to incentivise hydrogen production and use as well as a common low carbon threshold or standard for the promotion of hydrogen production installations based on their full life-cycle greenhouse gas performance which could be defined relative to the existing ETS benchmark.,29
28,0.80001,analytical,Analytical,">	Other direct support schemes, such as a carbon contracts for difference (“CCfD”), which would pay an investor the difference between the CO2 strike price and the actual CO2 price in the ETS.",30
29,0.587989,analytical,Analytical,Such CCfDs or other direct support could be made available through a competitive tendering process.,32
30,0.904882,tentative,Tentative,Such CCfDs or other direct support could be made available through a competitive tendering process.,32
31,0.506763,analytical,Analytical,The overall cost of providing support for a CCfD is also not indicated in the strategy.,35
32,0.726435,analytical,Analytical,"However, it is envisaged that a CCfD regime could provide price support for the early deployment of blue hydrogen, until the costs of green hydrogen fall, or carbon prices become sufficiently high so as to make other carbon-emitting fuels uneconomic.",36
33,0.525007,tentative,Tentative,"However, it is envisaged that a CCfD regime could provide price support for the early deployment of blue hydrogen, until the costs of green hydrogen fall, or carbon prices become sufficiently high so as to make other carbon-emitting fuels uneconomic.",36
34,0.943552,analytical,Analytical,"What is less clear is whether CCfD could or would enable non-price support (for example, in order to help mitigate cross-chain risks).",37
35,0.525007,tentative,Tentative,"What is less clear is whether CCfD could or would enable non-price support (for example, in order to help mitigate cross-chain risks).",37
36,0.606912,analytical,Analytical,"In its hydrogen strategy, the Commission also underlines it will support investments in hydrogen, through the European Clean Hydrogen Alliance, the Next Generation EU recovery plan but also via the European Regional Development Fund, the Cohesion Fund and the Just Transition Mechanism.",38
37,0.518847,joy,Joy,"France Hydrogen is an R&D priority in France’s 2018 multiannual energy programme (programmation pluriannuelle de l’énergie or “PPE”), the country’s energy roadmap for the coming decade.",39
38,0.561818,analytical,Analytical,"The French State, through various channels, has already or is in the process of launching several calls for projects to achieve these objectives.",43
39,0.786353,joy,Joy,"This new legislation should, in time, complete the French Energy Code with a chapter dedicated to hydrogen.",45
40,0.833212,analytical,Analytical,"It should, inter alia, (a) define hydrogen types according to their mode of production, (b) organise a mechanism of guarantees of traceability or origin to attest to the type of hydrogen produced (similar to the guarantees of origin mechanism for renewable energy) and (c) provide for a State support mechanism, similar to feed-in tariff schemes for some renewable energy projects, for the production of green hydrogen.",46
41,0.807548,analytical,Analytical,"The market rollout and the foundations for a functioning domestic market for hydrogen are to be achieved by the following: >	Measures to incentivise the production of clean hydrogen, such as exemptions from taxes for electricity required to produce green hydrogen and the support of green hydrogen through tendering models.",48
42,0.676008,analytical,Analytical,">	Measures to incentivise the consumption of clean hydrogen, such as imposing more stringent low carbon quotas on the transport sector and investment support programmes for industry for the conversion to green hydrogen.",49
43,0.736183,analytical,Analytical,">	A Carbon Contracts for Difference (“CfD”) (including state support in the amount of the cost difference between; (a) the actual cost of avoiding emissions by using decarbonisation technologies, expressed as a contractually agreed CO2 price per avoided amount of greenhouse gas emissions and (b) prices according to the emissions trading system) for industrial users of green hydrogen.",50
44,0.807548,analytical,Analytical,"The Government considers that, in principle, hydrogen and the electricity required for hydrogen production should be financed by the sector that consumes the hydrogen.",51
45,0.620279,analytical,Analytical,"The economic viability of hydrogen can, however, be improved by support measures.",52
46,0.626589,analytical,Analytical,"However, hydrogen plays a key role in the Integrated National Plan for Energy and Climate approved in December 2019, in order to reach the targets of energy efficiency and reduction of CO2 emissions to be achieved by 2030.",54
47,0.525926,confident,Confident,Hydrogen is considered essential to contribute to decarbonisation of the commercial transportation and a fundamental element for power storage and production (particularly power to gas).,55
48,0.72085,analytical,Analytical,Hydrogen is considered essential to contribute to decarbonisation of the commercial transportation and a fundamental element for power storage and production (particularly power to gas).,55
49,0.637375,joy,Joy,"Italy also joined the Renewable and Clean Hydrogen Innovation Challenge within the “Mission Innovation” project, a global initiative of 24 countries and the European Union, aimed to increase private and public investments in clean energy and international collaboration to accelerate global clean energy innovation and the development of a global hydrogen market.",56
0,0.595485,joy,Joy,In December 2019 a parliamentary proposal was put forward to incentivise the use of hydrogen in Italy.,0
1,0.664451,analytical,Analytical,In December 2019 a parliamentary proposal was put forward to incentivise the use of hydrogen in Italy.,0
2,0.68608,joy,Joy,The proposal seeks to foster the production of green hydrogen.,1
3,0.944551,analytical,Analytical,The proposal seeks to foster the production of green hydrogen.,1
4,0.769964,analytical,Analytical,"In order to do so, some incentives have been recognised, such as: >	investments in demonstration projects amounting to €10bn; >	the introduction of a carbon tax (€56 per each ton of CO2 emission in 2020 and €100 per ton emissions in 2030); >	exemption from taxes and charges for the system and distribution of hydrogen production plants; and >	incentives for the progressive replacement of combustion vehicles with electric vehicles.",2
5,0.93884,analytical,Analytical,The proposal is currently pending in Parliament.,3
6,0.506508,joy,Joy,"The programme will chiefly focus on unlocking the supply of green hydrogen, the development of the necessary infrastructure and the facilitation of initiatives and projects.",7
7,0.525926,confident,Confident,"The programme will chiefly focus on unlocking the supply of green hydrogen, the development of the necessary infrastructure and the facilitation of initiatives and projects.",7
8,0.879769,analytical,Analytical,"The programme does not focus on the development of demand for hydrogen directly – that responsibility is more closely related to the various proposals being developed by the relevant sectors, in particular (a) built environment, (b) mobility, (c) industry and (d) electricity.",8
